"";"COD6D";"benf_plano_media";"benf_plano_mediana"
"2513";"220310";96,75;97
"2514";"310600";1648,25;1654
"2515";"351910";911;909
"2516";"290220";473;474
"2517";"150340";38,5;38,5
"2518";"355730";2921,5;2913,5
"2519";"240895";106,75;97,5
"2520";"291200";49,75;49,5
"2521";"510050";235,5;236,5
"2522";"432067";433,25;431
"2523";"290395";10,5;10,5
"2524";"412580";1996,75;2017
"2525";"410070";259,25;257
"2526";"292937";23,5;24
"2527";"270120";155,5;156
"2528";"316620";143;143
"2529";"250720";100;97
"2530";"260100";255,25;255
"2531";"410500";460;462,5
"2532";"353720";699,5;703
"2533";"210450";39;39,5
"2534";"291660";120;111
"2535";"411890";428,25;428
"2536";"171190";94,75;97,5
"2537";"312050";1439,75;1458,5
"2538";"220250";35,75;35
"2539";"330015";686,5;683,5
"2540";"420440";674,75;696,5
"2541";"130008";55;53,5
"2542";"230790";49;47,5
"2543";"500795";288,25;283,5
"2544";"231095";25;25
"2545";"432166";187,5;180,5
"2546";"310990";1378,75;1371,5
"2547";"431610";179;178,5
"2548";"290689";19,25;19,5
"2549";"431540";298,25;298
"2550";"312820";287,5;287,5
"2551";"350490";1126,75;1123,5
"2552";"411510";541;540,5
"2553";"430140";588,25;588,5
"2554";"230490";137,25;136,5
"2555";"251540";15;15
"2556";"421100";505;496
"2557";"510850";339,25;338
"2558";"250790";95,75;95
"2559";"110050";56,5;47
"2560";"290150";222,25;222,5
"2561";"420990";630,25;630,5
"2562";"316255";406,5;406
"2563";"312650";86,25;87,5
"2564";"421420";766;766
"2565";"411810";2705,25;2717
"2566";"314210";425,5;411,5
"2567";"500124";409,75;403
"2568";"211174";19,75;20
"2569";"522000";145,75;146,5
"2570";"211085";48,75;46,5
"2571";"150796";45,25;45,5
"2572";"251640";32,75;33,5
"2573";"316150";1642,75;1627,5
"2574";"270642";45,75;44,5
"2575";"240210";67,25;66
"2576";"311580";228,5;229
"2577";"150610";88,75;88,5
"2578";"220450";772;769,5
"2579";"430517";194,75;186
"2580";"311920";374,75;373,5
"2581";"280680";68,25;68,5
"2582";"292225";6,25;5
"2583";"220760";31;31
"2584";"231120";87;87
"2585";"310050";420,5;405
"2586";"316420";58,75;59
"2587";"312370";794;794,5
"2588";"410080";841;840,5
"2589";"412700";231,75;233
"2590";"521680";224,5;224,5
"2591";"270460";120;116,5
"2592";"421470";1990;1989
"2593";"431580";2806,75;2826
"2594";"241335";360,75;329,5
"2595";"330590";469;471,5
"2596";"291845";9;8,5
"2597";"317050";856,25;864
"2598";"421600";3721,25;3635
"2599";"310920";254;250
"2600";"210310";17,75;18
"2601";"315410";642,5;637,5
"2602";"521970";165;165
"2603";"292130";78;79,5
"2604";"320430";555,75;561
"2605";"312930";738;722,5
"2606";"314915";103,5;104
"2607";"510130";596;596
"2608";"330460";769,75;764,5
"2609";"313650";191,25;192
"2610";"251180";109,25;109,5
"2611";"291790";73,75;73
"2612";"412402";668,25;663
"2613";"220640";116,5;97,5
"2614";"420220";2168,25;2167
"2615";"171620";75;75,5
"2616";"314535";104;105,5
"2617";"292465";49,25;48,5
"2618";"220660";48,5;48
"2619";"312595";173,5;169,5
"2620";"313290";624,75;624,5
"2621";"510040";543,25;510
"2622";"110120";44,25;36
"2623";"520580";206,75;194,5
"2624";"292790";204,5;203
"2625";"500348";326,75;327,5
"2626";"315110";2288,75;2291
"2627";"500410";808,75;809,5
"2628";"290510";73,5;72,5
"2629";"291930";223,5;224
"2630";"314160";437,5;438,5
"2631";"293000";27,5;27
"2632";"411725";251;248
"2633";"240670";186,5;189
"2634";"171660";156,75;156
"2635";"315160";2066,25;2098,5
"2636";"311780";2483;2814
"2637";"290225";36,75;36,5
"2638";"510800";458;457
"2639";"355000";1196,5;1175,5
"2640";"316180";2858,75;2850
"2641";"230680";70;69,5
"2642";"421545";533;542
"2643";"220440";107,25;108
"2644";"320480";939,25;937
"2645";"291165";5;5,5
"2646";"292940";111;113,5
"2647";"354370";3778,25;3774,5
"2648";"315230";190,75;190
"2649";"170300";91,25;91
"2650";"412340";1593,25;1595,5
"2651";"140045";52,25;52
"2652";"421000";1311;1313
"2653";"240750";171,5;172,5
"2654";"211190";42,25;42
"2655";"420790";412,25;412,5
"2656";"432100";439,5;438,5
"2657";"510500";271,5;272,5
"2658";"310790";197,5;197,5
"2659";"150276";9;7
"2660";"311790";1022;986
"2661";"354860";609,25;602,5
"2662";"220610";84,25;77
"2663";"411605";734,75;732,5
"2664";"240350";160;158
"2665";"172020";59,25;59,5
"2666";"230125";40,75;41
"2667";"291630";326,25;325,5
"2668";"230010";284,75;281,5
"2669";"420640";463,75;464,5
"2670";"292080";21,75;21,5
"2671";"292145";52,25;52
"2672";"110100";31,5;21
"2673";"220115";446,25;453,5
"2674";"210596";6,75;6
"2675";"250570";54;55
"2676";"521860";490,5;490,5
"2677";"431470";195,5;197
"2678";"411120";399,5;407
"2679";"251010";124,25;124,5
"2680";"312490";502,5;497,5
"2681";"292190";129;130
"2682";"316680";750,5;749,5
"2683";"315800";1109,75;1108,5
"2684";"520410";394,5;393,5
"2685";"431510";220,25;220
"2686";"316500";1178,75;1182
"2687";"250990";20;19,5
"2688";"354490";4243;4263,5
"2689";"317180";756,5;756,5
"2690";"521375";791,25;833
"2691";"354420";1350,25;1388,5
"2692";"350360";2742,25;2781,5
"2693";"270110";32;31,5
"2694";"210240";19,25;19
"2695";"412480";747,75;752
"2696";"420370";583,75;573,5
"2697";"260825";30;30,5
"2698";"420870";769,25;767,5
"2699";"420470";944,75;952
"2700";"291130";47,75;48
"2701";"411080";234,5;230
"2702";"353900";1915,75;1913
"2703";"510785";355,25;356
"2704";"210430";6;6
"2705";"420620";1580,75;1580
"2706";"170240";197,5;201,5
"2707";"316450";83;82,5
"2708";"110160";64,25;49,5
"2709";"210390";20;20
"2710";"521280";279,25;282
"2711";"241450";214,5;217,5
"2712";"291100";168,5;168
"2713";"420530";1300,5;1303
"2714";"351690";2135,5;2135
"2715";"351720";3411;3420,5
"2716";"292303";24;24
"2717";"220510";87;87
"2718";"412180";447,25;446,5
"2719";"510629";107,25;107,5
"2720";"171488";69,5;69
"2721";"313180";311,25;312,5
"2722";"520840";272,5;275
"2723";"210275";146,75;138,5
"2724";"421890";902,75;904,5
"2725";"130395";14,25;14,5
"2726";"210930";44,5;45,5
"2727";"290450";76,5;75,5
"2728";"241480";234,25;250,5
"2729";"430830";232;232
"2730";"353260";2601;2608,5
"2731";"210580";42;43,5
"2732";"290770";51;50,5
"2733";"411280";811;810
"2734";"313005";31,5;32
"2735";"510677";144;147
"2736";"250900";31;30,5
"2737";"220320";110,5;109,5
"2738";"351700";2193,25;2187
"2739";"210050";61,75;63
"2740";"355660";1170,5;1171,5
"2741";"230050";58,25;58,5
"2742";"160015";189,25;181,5
"2743";"350630";709,75;711,5
"2744";"260430";93,25;90,5
"2745";"500770";526,5;528
"2746";"130220";22;22
"2747";"250240";81;81
"2748";"311615";38,5;38
"2749";"211105";39,25;41,5
"2750";"320316";297;298
"2751";"241290";153;151
"2752";"355300";173,75;174,5
"2753";"412050";1125,75;1121,5
"2754";"312590";527;527
"2755";"240030";145,75;146
"2756";"353600";2105;2119,5
"2757";"312450";746;765,5
"2758";"292390";131;126,5
"2759";"430163";377,75;376,5
"2760";"290050";37,5;37
"2761";"350680";3130,75;3101,5
"2762";"315130";2240,5;2241,5
"2763";"521640";439,25;435
"2764";"320225";957,25;960
"2765";"280040";98;98,5
"2766";"320310";870,25;863
"2767";"270250";49,25;48,5
"2768";"320290";1243,75;1241
"2769";"316555";25,5;25,5
"2770";"310910";335,25;331,5
"2771";"351940";1978,5;2051,5
"2772";"432020";229,75;236,5
"2773";"291733";32,5;32
"2774";"270610";34,75;35,5
"2775";"315420";915,5;914,5
"2776";"240270";96,5;95,5
"2777";"421510";2135,25;2133
"2778";"270200";103;102,5
"2779";"311400";1502;1507,5
"2780";"330160";662,25;658,5
"2781";"510370";161,5;162
"2782";"210592";23,75;23,5
"2783";"353510";4888;4941,5
"2784";"500200";664,25;665,5
"2785";"211178";1,75;2
"2786";"140015";21;21
"2787";"411020";107,75;107
"2788";"220240";121,75;116
"2789";"270810";55,25;56
"2790";"431365";574,25;579
"2791";"130083";47;45
"2792";"172208";100,5;100,5
"2793";"410310";741,5;740,5
"2794";"510279";43,5;44,5
"2795";"261280";139;141,5
"2796";"421700";1127,5;1177,5
"2797";"291620";154,5;154,5
"2798";"261030";65,75;69
"2799";"280410";94,25;95
"2800";"290180";95,25;95
"2801";"510305";290,75;291,5
"2802";"421340";1697,5;1705,5
"2803";"510682";145;145,5
"2804";"410530";1639;1640
"2805";"310970";1676,25;1880,5
"2806";"240010";437,75;436,5
"2807";"355610";1286;1290,5
"2808";"210520";49,5;49,5
"2809";"251510";156,25;155
"2810";"270600";48,25;48,5
"2811";"353500";2802,75;2844,5
"2812";"410560";3895,25;3895
"2813";"210040";36;35,5
"2814";"220110";76,5;76,5
"2815";"290440";20,25;17
"2816";"432253";643,25;641
"2817";"240910";48,5;47,5
"2818";"320335";1658;1652
"2819";"220500";34,5;35
"2820";"520470";569,75;570,5
"2821";"310290";831;807
"2822";"220430";390,25;388,5
"2823";"260330";70,25;70,5
"2824";"261430";55;54,5
"2825";"430200";310,75;315,5
"2826";"292105";29;29
"2827";"290420";47;47
"2828";"320250";2863,25;2862,5
"2829";"410510";833;832
"2830";"251150";617,75;604,5
"2831";"292975";285;286
"2832";"510517";84,75;85
"2833";"351390";1179,5;1181,5
"2834";"431770";157,75;157,5
"2835";"410800";759,75;830,5
"2836";"291960";62,5;63
"2837";"411910";1030,5;1050
"2838";"261200";306,75;307
"2839";"411705";76,5;76,5
"2840";"261120";188;192,5
"2841";"355140";1666,5;1664
"2842";"211285";167;166
"2843";"520740";340,75;339,5
"2844";"521720";284,25;284
"2845";"521980";179,25;185,5
"2846";"320495";2102,5;2106
"2847";"411007";450,75;479
"2848";"312020";526;528
"2849";"352760";2200,75;2118
"2850";"510805";167,75;167,5
"2851";"351905";3903;3898
"2852";"410230";1183,5;1188
"2853";"231040";36;35
"2854";"354190";1055,25;1049
"2855";"350440";874,75;875,5
"2856";"320440";1482,75;1487,5
"2857";"230533";28;28
"2858";"315770";2497,5;2610
"2859";"412470";269,5;271,5
"2860";"230565";50,5;50,5
"2861";"315217";89,75;91,5
"2862";"270644";357,5;363,5
"2863";"250670";27,5;27
"2864";"260150";70,75;70,5
"2865";"291010";278,25;273
"2866";"316850";1110,75;1115
"2867";"355260";2824,5;2831
"2868";"311180";695;718,5
"2869";"150260";47;47
"2870";"241420";719,75;717,5
"2871";"210610";59,5;60,5
"2872";"250610";92,25;91,5
"2873";"280240";650;655,5
"2874";"210110";42,25;39,5
"2875";"280660";612,25;614,5
"2876";"240770";125,25;126
"2877";"290480";55,25;55,5
"2878";"210600";66;65
"2879";"330022";1563,25;1583,5
"2880";"260550";107,75;106,5
"2881";"510520";957;954
"2882";"293090";93,75;93,5
"2883";"314910";1333,25;1339,5
"2884";"412840";1120,75;1120,5
"2885";"430240";1087;1098,5
"2886";"431110";681;687
"2887";"311130";349;353
"2888";"510460";406,5;431
"2889";"270760";183,25;184
"2890";"172210";386,25;379,5
"2891";"230910";59,25;59,5
"2892";"313050";105,75;104
"2893";"412385";113;111,5
"2894";"260795";117,25;115,5
"2895";"430230";1096,75;1093,5
"2896";"521300";284,5;293
"2897";"412500";706,75;699
"2898";"290685";71,75;73
"2899";"230140";38,75;37,5
"2900";"412250";483,75;476,5
"2901";"171650";1672,25;1729
"2902";"210920";18,75;19,5
"2903";"240080";537,25;532,5
"2904";"290170";92,75;88,5
"2905";"290205";776,5;782,5
"2906";"240180";248,25;243
"2907";"520780";353;355
"2908";"210015";19,5;20,5
"2909";"230980";128,5;128,5
"2910";"510610";138,5;133,5
"2911";"430468";958;962,5
"2912";"110150";110,75;105,5
"2913";"510615";47;45,5
"2914";"210410";43;43
"2915";"211023";8,75;9,5
"2916";"420720";739;739,5
"2917";"312760";502,5;490
"2918";"317000";39;39
"2919";"320170";784,75;783,5
"2920";"500375";724,75;728
"2921";"316245";12;12
"2922";"320265";358,25;356,5
"2923";"412100";434;429,5
"2924";"250860";259,25;258
"2925";"220810";86,25;80
"2926";"420330";1457,25;1458,5
"2927";"313980";1110,25;1115,5
"2928";"261247";26,75;26,5
"2929";"352550";2046;2034,5
"2930";"353200";3480,25;3463,5
"2931";"320016";272,25;271
"2932";"411800";1449,25;1452
"2933";"316030";63,5;63,5
"2934";"260690";121;119,5
"2935";"260392";13,5;13,5
"2936";"251090";6727,25;6917,5
"2937";"430235";955,75;956,5
"2938";"313230";194,25;184
"2939";"351070";1496,25;1505
"2940";"290265";21,5;22
"2941";"412785";254,5;255,5
"2942";"500230";668,75;668,5
"2943";"241390";172;170
"2944";"311390";847,25;857
"2945";"420970";862,5;856
"2946";"292980";68,25;68,5
"2947";"421880";1555,75;1540,5
"2948";"313320";839,75;840
"2949";"411670";1270,75;1278
"2950";"411270";1020,5;1027,5
"2951";"110130";214,5;194,5
"2952";"431645";1530,25;1535,5
"2953";"315550";677,25;679,5
"2954";"130426";70,5;71
"2955";"220850";42,5;42,5
"2956";"320115";374,25;370
"2957";"292690";35;34,5
"2958";"210465";12;12
"2959";"521483";134,5;136
"2960";"240930";179,25;180
"2961";"251310";84,25;83,5
"2962";"211172";7;7
"2963";"291430";118,75;118,5
"2964";"231100";45,25;45
"2965";"260180";39,25;39,5
"2966";"231010";95,75;95,5
"2967";"510558";140,75;140,5
"2968";"230570";102;102,5
"2969";"211153";266,75;277,5
"2970";"270375";250,5;234,5
"2971";"352980";704;705
"2972";"317005";372,25;373,5
"2973";"280390";202;190,5
"2974";"210177";18,5;16,5
"2975";"293075";16,75;16,5
"2976";"292610";60,25;60,5
"2977";"270560";61,5;62,5
"2978";"170900";133,5;132
"2979";"520790";40;39,5
"2980";"353940";2690;2698
"2981";"431270";453,75;453
"2982";"221080";366,75;335
"2983";"210490";100,75;100,5
"2984";"355080";1583,5;1596
"2985";"240570";289,25;287
"2986";"355720";1502,25;1444,5
"2987";"431250";332,75;333
"2988";"510621";88;89
"2989";"260860";29;29,5
"2990";"313470";236,75;240
"2991";"354290";1728;1730,5
"2992";"500345";1053,25;1051,5
"2993";"211090";22,25;21,5
"2994";"310210";311,5;309
"2995";"240460";90;91
"2996";"310280";973,5;974,5
"2997";"352290";931;925
"2998";"312970";1650,75;1653,5
"2999";"421150";994,75;994
"3000";"411190";838,5;840
"3001";"350990";586,75;587,5
"3002";"260920";88,75;89
"3003";"320450";573,25;569,5
"3004";"292205";33,25;32,5
"3005";"351450";1857,75;1861,5
"3006";"150285";18,25;19,5
"3007";"313740";662;654,5
"3008";"412667";459;459
"3009";"310650";147;146,5
"3010";"240070";3696,5;3682,5
"3011";"211102";12,75;13
"3012";"291940";79,75;79
"3013";"430620";2713,5;2717
"3014";"411250";479;473
"3015";"270280";153,25;149
"3016";"231260";388,75;358,5
"3017";"293060";83;83
"3018";"500635";202;201
"3019";"420710";1619,5;1629,5
"3020";"241230";156,25;156
"3021";"430810";2584,75;2583
"3022";"292265";30,75;30,5
"3023";"313220";701,5;701
"3024";"240430";199,5;195
"3025";"240450";1604,25;1611
"3026";"260440";329,25;358
"3027";"150611";62,25;64,5
"3028";"520990";173,25;175
"3029";"160080";178,25;184
"3030";"432380";1018,5;1008,5
"3031";"412390";816;814
"3032";"260480";118;117,5
"3033";"210720";24,75;25
"3034";"292180";80,75;81,5
"3035";"293345";60,75;60,5
"3036";"250940";125,25;125
"3037";"290550";54,75;55,5
"3038";"320260";3139,75;3111,5
"3039";"292260";36,75;37
"3040";"260270";37;35,5
"3041";"120001";143;142
"3042";"522200";576,25;570,5
"3043";"210515";19;19
"3044";"160070";194,75;198,5
"3045";"210315";1;1
"3046";"430190";1037;1034,5
"3047";"210375";198,5;200
"3048";"292045";41,75;42
"3049";"293076";25,5;25
"3050";"330115";1157,75;1149,5
"3051";"311070";1431,25;1437
"3052";"411610";1046,25;1043,5
"3053";"314050";1721,5;1735,5
"3054";"230390";33,75;33,5
"3055";"171330";232,25;233
"3056";"430120";295;294,5
"3057";"250090";109,25;109,5
"3058";"410250";737;683,5
"3059";"110070";26;26,5
"3060";"430545";760,25;758,5
"3061";"314100";204,25;203,5
"3062";"291690";146;144,5
"3063";"150563";7,25;6
"3064";"355600";2635,75;2688
"3065";"310100";154;155
"3066";"261470";176;177,5
"3067";"355360";2266,75;2273
"3068";"130090";75,5;75,5
"3069";"260130";87,75;86
"3070";"431450";731;725
"3071";"292470";87;87
"3072";"330412";2258,5;2243
"3073";"354170";4377,25;4391,5
"3074";"230837";20,75;21
"3075";"293170";271;269
"3076";"314500";1915;1903,5
"3077";"411140";301,75;302
"3078";"110037";50;40,5
"3079";"430080";6259,75;6273,5
"3080";"291000";71;71
"3081";"313550";652;653,5
"3082";"351600";406,75;404,5
"3083";"230393";41;41,5
"3084";"280750";40,75;39,5
"3085";"231390";81;81
"3086";"355395";683;680
"3087";"250920";66,75;67
"3088";"230526";32,5;32
"3089";"251240";179;174,5
"3090";"240120";631,5;626,5
"3091";"280340";146;146
"3092";"311770";1338,5;1351
"3093";"410445";332,75;320,5
"3094";"280630";18;19
"3095";"251550";435,75;435
"3096";"411390";1077,75;1072
"3097";"110170";197,25;178,5
"3098";"230450";147;147
"3099";"241460";197,25;199,5
"3100";"421760";1508,75;1514
"3101";"420600";1138,5;1127,5
"3102";"353630";2352,75;2351
"3103";"355180";807,25;809
"3104";"292670";106,5;106,5
"3105";"261270";51;51
"3106";"510706";490,5;463
"3107";"314200";201,75;201,5
"3108";"150780";39,75;40
"3109";"270895";41,25;41
"3110";"292905";122,75;123
"3111";"310460";1788,5;1803
"3112";"291510";138;138,5
"3113";"261550";107,75;93,5
"3114";"314300";1119;1325,5
"3115";"411710";1627,75;1616
"3116";"293315";43;44
"3117";"230835";118,5;117,5
"3118";"353820";2472,75;2485
"3119";"250280";161,5;162
"3120";"412380";4190,75;4187
"3121";"280490";444,5;412
"3122";"150750";40,75;40,5
"3123";"411450";460,5;449
"3124";"260980";166;149
"3125";"210745";28,25;28,5
"3126";"291185";39,75;41
"3127";"314015";1875,5;1853
"3128";"291535";28,75;27
"3129";"290660";95,25;93
"3130";"353490";730,25;730,5
"3131";"330180";821,25;824
"3132";"220330";214,25;208,5
"3133";"290970";89;87,5
"3134";"520430";1583,25;1598,5
"3135";"430520";1491,25;1488
"3136";"421160";1238,5;1230
"3137";"310030";832,25;814,5
"3138";"352880";902,5;902,5
"3139";"291345";177,25;173,5
"3140";"292805";262,25;260
"3141";"330093";1954,75;1919,5
"3142";"210255";52,25;52
"3143";"261255";16;15,5
"3144";"521400";1440,25;1461
"3145";"410170";745;730,5
"3146";"150835";28,75;30
"3147";"240990";1174,5;1172
"3148";"314080";2523,25;2511,5
"3149";"261140";320;315
"3150";"292730";302,5;298
"3151";"280150";4696,5;4719
"3152";"240560";106,25;105,5
"3153";"240050";323,75;323,5
"3154";"412190";784;788
"3155";"354120";2523,5;2598,5
"3156";"250050";194;194,5
"3157";"261245";96,25;99,5
"3158";"290240";113;112,5
"3159";"260910";65,5;63,5
"3160";"317052";78,75;79
"3161";"430110";1382,75;1380
"3162";"290323";22,5;22
"3163";"320330";506,75;509
"3164";"270480";478,5;480
"3165";"317160";205,25;203,5
"3166";"411880";1224,5;1206
"3167";"293240";98;98,5
"3168";"500260";1313;1312,5
"3169";"280420";92,5;93
"3170";"150160";52,75;52,5
"3171";"311030";3155,5;3164
"3172";"290940";37,75;37,5
"3173";"221050";106,5;105,5
"3174";"290515";63,75;63,5
"3175";"315600";152,5;153
"3176";"350670";1968,75;1956
"3177";"220030";118,75;111,5
"3178";"291740";69,25;69,5
"3179";"292570";60,75;60
"3180";"310690";2686;2674,5
"3181";"411980";243,25;244
"3182";"313340";2470,75;2492,5
"3183";"412215";56;54,5
"3184";"352090";2867,25;2877
"3185";"410060";914,25;928,5
"3186";"410850";520;518
"3187";"150500";146,5;146,5
"3188";"430290";568,75;557,5
"3189";"110008";228;197,5
"3190";"210325";137,25;129,5
"3191";"421670";940,75;943
"3192";"520995";299,5;309,5
"3193";"412300";507,75;512
"3194";"230820";97,25;97,5
"3195";"290400";56,25;56,5
"3196";"412510";209,75;211,5
"3197";"260830";79;78
"3198";"410470";401,75;400
"3199";"310200";590,5;629
"3200";"432140";1813,5;1814,5
"3201";"230600";141,5;141
"3202";"310430";2475;2755
"3203";"251610";386,75;386
"3204";"290200";64;62
"3205";"220750";95,5;83,5
"3206";"292560";128,5;128
"3207";"311410";2286,75;2281
"3208";"292405";52,75;51
"3209";"260060";218,25;224,5
"3210";"354600";3655,5;3644
"3211";"260415";37,25;37
"3212";"312320";1779;1769
"3213";"293305";63,75;65
"3214";"210663";19,75;19,5
"3215";"210840";33;33
"3216";"314220";670,75;673,5
"3217";"241140";242,25;243
"3218";"412796";179,75;177,5
"3219";"220540";41;41
"3220";"211027";11;11
"3221";"310950";952,75;956,5
"3222";"522170";288,5;287
"3223";"320517";1060;1062
"3224";"290250";59,75;64,5
"3225";"420450";2552,25;2548,5
"3226";"240470";527;528
"3227";"250640";93;93
"3228";"270720";65,75;65,5
"3229";"312810";461,25;459,5
"3230";"280230";253,75;253,5
"3231";"260770";127,5;138,5
"3232";"411540";639;637,5
"3233";"140017";52,5;51,5
"3234";"410750";1436,25;1422,5
"3235";"410700";340,5;307,5
"3236";"230090";44,75;45
"3237";"291875";15;14,5
"3238";"510420";400,75;401
"3239";"210080";37,5;38
"3240";"261290";50,5;50,5
"3241";"250730";107;107,5
"3242";"241010";130,25;130,5
"3243";"210940";23;22
"3244";"320030";1490;1474
"3245";"290130";150,5;153
"3246";"411400";1469,75;1425
"3247";"260805";1230;1238,5
"3248";"431780";1298;1297,5
"3249";"210087";18,5;18,5
"3250";"354995";2823,5;2829
"3251";"130165";14,5;14,5
"3252";"520920";646;650
"3253";"240650";110,75;113
"3254";"290300";144,25;143,5
"3255";"313300";3434,5;3447
"3256";"312700";3400,25;3412,5
"3257";"330205";1298,5;1292,5
"3258";"500315";338,25;337
"3259";"210637";16;15,5
"3260";"290140";28,5;29
"3261";"430600";768,25;785
"3262";"130002";223,75;224
"3263";"110140";82;82
"3264";"261650";79,5;77,5
"3265";"412200";260,5;260,5
"3266";"292900";300,5;296
"3267";"230900";191;191
"3268";"150375";52,75;52,5
"3269";"251660";91,25;94
"3270";"353850";2420,5;2417,5
"3271";"240980";224;223,5
"3272";"291830";204,75;205,5
"3273";"291820";27;26,5
"3274";"312570";1182;1166,5
"3275";"320270";1067,75;1064,5
"3276";"352130";4096,5;4106,5
"3277";"315570";3741,75;3730
"3278";"411050";429,25;435,5
"3279";"251670";221,75;221,5
"3280";"250160";163,5;163
"3281";"291250";9;9
"3282";"510560";189,25;189,5
"3283";"241400";285,75;290,5
"3284";"313310";4280,25;4303,5
"3285";"314690";1087,75;1088,5
"3286";"412150";264,5;264,5
"3287";"221070";246,75;211,5
"3288";"412000";4115,75;4238,5
"3289";"290327";473;462
"3290";"320100";914,5;911
"3291";"315490";1139,25;1127,5
"3292";"350420";2799,25;2804
"3293";"311150";873;870
"3294";"311270";1592,25;1595,5
"3295";"313990";2152,5;2166,5
"3296";"210680";110,25;108,5
"3297";"310855";626,75;617
"3298";"120035";16,25;16,5
"3299";"270050";200,5;201
"3300";"312390";1172,25;1131
"3301";"432040";7715,25;7688,5
"3302";"230920";110,25;107
"3303";"320334";1607,5;1612
"3304";"355510";2082,5;2066,5
"3305";"292650";25,75;26
"3306";"290430";83,5;84
"3307";"432070";2817,5;2836
"3308";"211030";199,25;201
"3309";"260580";135,75;137
"3310";"316840";513,5;510
"3311";"420245";1472,75;1476,5
"3312";"210535";3,75;3
"3313";"521530";757,5;754,5
"3314";"510260";450,5;449
"3315";"290910";100;100
"3316";"260930";77,75;78,5
"3317";"354560";4114,75;4073,5
"3318";"355090";3582,5;3579
"3319";"420960";1602,75;1602,5
"3320";"431790";564,75;571
"3321";"430650";141;140
"3322";"292040";118,5;110,5
"3323";"120042";12,75;13
"3324";"500580";967;966,5
"3325";"315820";653,25;653
"3326";"320380";1421,25;1426,5
"3327";"314980";811,5;811
"3328";"313400";138;141
"3329";"231355";49;48
"3330";"290135";85;85
"3331";"500020";822,5;812,5
"3332";"210355";7,75;8
"3333";"310470";328,5;328
"3334";"230205";74,25;74,5
"3335";"510550";170;170,5
"3336";"220350";209;189,5
"3337";"210805";44;42
"3338";"291685";161;160,5
"3339";"350740";1776;1769,5
"3340";"412760";624;626
"3341";"260840";61;60
"3342";"352280";512,5;512,5
"3343";"352190";2292,25;2308,5
"3344";"351850";442;439,5
"3345";"410930";704;711,5
"3346";"353540";896,5;899
"3347";"251690";314,5;318
"3348";"312080";1695,25;1679
"3349";"311200";1042;1063,5
"3350";"412680";4223,5;4167
"3351";"270890";762,5;759
"3352";"350460";3959,5;3962,5
"3353";"292090";49;47,5
"3354";"351480";823,25;825,5
"3355";"150497";40,5;40,5
"3356";"290030";157,75;156
"3357";"310890";2149,5;2149,5
"3358";"410345";1719;1732,5
"3359";"421060";2286,25;2287,5
"3360";"355270";2843;2873,5
"3361";"251340";417,5;415
"3362";"130320";105,25;104,5
"3363";"420580";2220;2232,5
"3364";"270650";127,75;129
"3365";"420845";1382,75;1374
"3366";"210235";30,5;30,5
"3367";"420455";3150,75;3184,5
"3368";"140030";77,75;78
"3369";"421370";573,75;573,5
"3370";"420500";1106;1103,5
"3371";"292680";28,75;27
"3372";"230445";256,75;255,5
"3373";"210207";16;16,5
"3374";"330090";1284;1271
"3375";"500793";614,25;621,5
"3376";"290405";39,5;39
"3377";"290360";106;105,5
"3378";"293160";55,25;55,5
"3379";"220470";147;126,5
"3380";"411780";306,5;302,5
"3381";"500430";773,25;772,5
"3382";"120080";50,25;49
"3383";"421400";926,25;927,5
"3384";"330570";478,25;463,5
"3385";"310840";3141,75;3179
"3386";"291500";112,75;113,5
"3387";"210125";512,25;344
"3388";"251650";248,25;248,5
"3389";"313600";438,25;434
"3390";"313375";2082,25;2130,5
"3391";"210083";5,5;5,5
"3392";"410460";917;918,5
"3393";"130068";27;27
"3394";"411060";689,75;693
"3395";"410442";442,5;437,5
"3396";"510337";61,75;62
"3397";"231135";62,25;62
"3398";"510590";807,5;808,5
"3399";"261570";342,75;341,5
"3400";"315790";331;316,5
"3401";"312780";137;134,5
"3402";"353810";4185,5;4198,5
"3403";"230465";86,5;86
"3404";"172090";3542;3527
"3405";"292305";14,5;14,5
"3406";"291850";23;22
"3407";"150740";122;121,5
"3408";"292760";41,25;40,5
"3409";"231110";145,75;143,5
"3410";"291140";177,5;178
"3411";"410280";3021,5;3054
"3412";"330310";1511;1509
"3413";"351170";4816,25;4812,5
"3414";"210420";58,5;58
"3415";"120025";88;88
"3416";"250480";184,25;184,5
"3417";"270300";107,75;112,5
"3418";"210640";25,5;25,5
"3419";"130020";42;42
"3420";"420425";4706;4696
"3421";"311610";94;93
"3422";"291520";2025,5;2007,5
"3423";"310060";266,75;268,5
"3424";"291340";79,75;80
"3425";"120033";77,75;78,5
"3426";"412730";2932,5;2963
"3427";"430750";1513,25;1514
"3428";"310230";864,25;864,5
"3429";"311260";2699;2691,5
"3430";"150157";111,75;111,5
"3431";"261230";52;53
"3432";"421740";3758,5;3787
"3433";"351540";575,75;575,5
"3434";"291380";53;51,5
"3435";"230015";257;259,5
"3436";"315390";4138;4156,5
"3437";"510125";1299,25;1314
"3438";"510190";260,25;260
"3439";"310780";384,5;392,5
"3440";"500690";483,25;482
"3441";"431660";1056,25;1060
"3442";"290540";91,25;92,5
"3443";"314510";515,25;515,5
"3444";"410390";1332,75;1336,5
"3445";"293040";173,75;172,5
